USA-SFO,USA-MIN,USA-PIT,USA-KAN,USA-WAS,USA-NYM,USA-SLT
USA-JCS,USA-IOW,USA-TLS,USA-ABU,USA-DES,USA-REN,USA-VIR,USA-OMA,USA-LIN
USA-HOU,USA-PHI
USA-DET,USA-BOS
USA-DAL
USA-MIW,USA-JAF,USA-MAW,USA-CRS,USA-CTN,USA-BIR,USA-LIT,USA-RON,USA-LEK,USA-NAS
USA-AUT,USA-STL,USA-SEA,USA-SAT,USA-TPA,USA-RAL,USA-LAX,USA-CUO,USA-CLE,USA-SAN
USA-ATL
USA-NEO,USA-CIN,USA-IDO,USA-OKL
USA-CHI
USA-HON,USA-BOI,USA-COO,USA-ANC,USA-POR
USA-DEN,USA-PHX
USA-ORL
