USA-ANC,30,0,40,0,1,3,0,67,31,2,0,0,0,0,0,0,87,7,0,0,0,0,6,0,0,0,0,0,8,1,0,0,0,0,0,11,0,8,0,0,1,0,0,0,0,28,0,2,0,0,3,0,0,2,0
USA-ABU,10,0,2,7,44,72,0,2,10,94,2,0,0,0,0,0,4,0,0,0,0,6,0,0,36,0,0,0,97,0,0,0,2,0,11,2,0,97,3,0,65,0,0,0,0,10,0,77,0,0,90,49,0,71,0
USA-CTN,0,1,0,32,4,4,6,0,0,1,6,0,0,16,0,99,0,0,0,0,66,0,0,0,27,1,0,0,0,0,0,98,38,1,1,48,16,0,42,0,0,44,0,0,43,0,4,1,8,2,2,43,0,4,14
USA-BIR,0,0,0,52,37,61,2,0,0,39,5,0,0,0,0,26,11,0,0,0,9,0,36,27,0,1,0,2,36,0,0,26,0,1,7,2,1,36,0,0,18,1,0,2,0,0,5,55,0,3,44,61,0,61,21
USA-CIN,0,2,0,16,0,0,9,0,0,0,7,5,0,0,5,1,0,0,0,5,1,0,0,1,1,0,0,0,0,0,31,2,0,96,11,0,76,0,0,1,0,40,0,4,40,0,11,0,1,93,0,2,0,0,18
USA-BOS,0,11,0,0,0,0,7,0,0,0,0,1,0,0,8,0,0,0,18,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,95,0,0,1,13,0,0,6,0,0,0,0,0,4,0,9
USA-DAL,0,5,0,0,0,0,6,0,0,0,0,0,1,1,8,0,0,0,5,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,8,0,0,0,0,0,33,0,4
USA-REN,12,0,4,6,41,72,0,2,12,93,1,0,0,0,0,0,4,0,0,0,0,8,97,0,36,0,0,0,0,0,0,0,1,0,8,4,0,100,2,0,62,0,0,0,0,11,0,77,0,0,90,49,0,71,0
USA-PHX,0,5,0,0,0,0,4,0,0,0,0,11,41,0,4,16,0,0,3,3,47,0,0,16,0,0,0,1,0,0,1,16,13,0,0,3,1,0,3,0,0,3,0,2,3,0,8,0,12,0,0,0,0,0,0
USA-SEA,1,15,1,1,2,0,4,30,1,0,16,0,44,0,3,0,1,87,0,0,2,1,0,0,0,0,0,0,0,0,66,0,8,2,30,1,1,0,19,0,2,1,0,2,1,1,0,0,0,0,0,0,0,0,0
USA-SAT,0,7,0,4,0,0,4,0,0,0,3,2,44,1,5,0,0,64,0,1,3,0,0,0,0,31,0,0,0,66,0,0,3,34,21,2,28,0,12,0,0,13,0,4,13,0,1,0,1,29,0,0,0,0,1
USA-IDO,0,0,0,22,0,0,3,0,0,0,3,4,0,0,3,1,0,0,0,4,1,0,0,2,3,93,0,0,0,0,29,1,0,89,16,0,70,0,0,1,0,37,0,4,37,0,6,0,0,0,0,1,0,0,25
USA-TPA,0,4,0,14,0,0,11,0,0,0,8,4,0,0,6,1,0,0,1,4,2,0,0,1,1,96,0,0,0,2,34,2,2,0,8,2,78,0,2,2,0,42,0,5,42,0,12,0,1,89,0,2,0,0,14
USA-OKL,0,10,0,43,41,6,1,9,0,14,44,0,4,0,0,1,0,28,1,0,0,0,11,1,7,11,3,0,8,30,21,1,3,8,0,0,0,8,9,0,41,0,0,5,0,0,3,7,0,16,12,12,0,7,24
USA-RAL,34,1,33,1,2,3,0,3,35,1,3,0,0,3,0,49,8,0,0,0,34,11,2,48,2,0,0,0,4,1,2,49,56,2,0,0,23,4,68,0,6,59,0,0,58,32,0,1,0,0,1,13,0,3,0
USA-DET,0,14,0,0,0,0,10,0,0,0,0,1,0,0,10,0,0,0,22,1,0,0,0,0,0,1,95,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,11,0,0,8,0,0,1,0,0,2,0,6
USA-VIR,12,0,4,6,41,72,0,2,12,93,1,0,0,0,0,0,4,0,0,0,0,8,97,0,36,0,0,0,100,0,0,0,1,0,8,4,0,0,2,0,62,0,0,0,0,11,0,77,0,0,90,49,0,71,0
USA-LAX,10,6,9,1,3,0,2,6,11,1,5,0,0,3,0,43,0,10,0,0,33,0,3,42,0,0,0,0,2,19,12,43,76,2,9,68,21,2,0,0,9,54,0,0,55,10,0,0,0,0,1,11,5,0,0
USA-CHI,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,33,0,0,0,0,7,0,0,0,0,0,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
USA-OMA,9,2,1,27,72,44,1,0,9,67,32,0,0,0,0,0,1,0,0,0,0,1,65,0,18,0,0,0,62,2,0,1,8,0,41,6,4,62,9,0,0,4,0,0,4,9,2,51,0,0,61,27,0,45,0
USA-CUO,0,2,0,1,1,1,2,0,0,0,5,0,0,3,1,44,0,0,0,0,31,0,0,44,1,40,0,0,0,1,13,46,47,42,0,59,64,0,54,0,4,0,0,0,99,0,3,0,0,37,0,12,0,1,0
USA-ATL,0,0,0,0,0,0,0,0,0,0,0,34,0,0,0,0,0,0,1,34,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31
USA-STL,0,2,0,4,1,1,6,0,0,0,10,0,0,1,1,16,0,0,0,0,9,0,0,16,1,76,0,0,0,1,28,18,18,78,0,23,0,0,21,0,4,64,0,0,63,0,6,0,1,70,0,11,0,1,0
USA-CLE,0,2,0,1,0,0,2,0,0,0,4,0,0,3,1,43,0,0,0,0,31,0,0,43,0,40,0,0,0,1,13,45,48,42,0,58,63,0,55,0,4,99,0,0,0,0,3,0,0,37,0,11,0,0,0
USA-LIN,98,0,87,0,1,3,0,10,96,9,0,0,0,0,0,1,20,0,0,0,0,28,10,0,0,0,0,0,11,1,0,0,4,0,0,32,0,11,10,0,9,0,0,0,0,0,0,9,0,0,5,0,0,3,0
USA-POR,10,10,16,0,0,0,3,0,10,0,13,0,2,0,0,0,66,30,0,0,0,67,2,0,0,0,0,0,2,30,0,0,5,0,9,3,0,2,6,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0
USA-DES,9,0,2,24,60,93,0,0,9,83,4,0,0,0,0,1,4,0,0,0,1,2,77,1,55,0,0,0,77,0,0,1,0,0,7,1,0,77,0,0,51,0,0,0,0,9,0,0,0,0,79,43,0,94,0
USA-ORL,0,3,0,3,0,0,9,0,0,0,1,0,0,12,5,8,0,0,7,1,20,0,0,8,0,1,0,0,0,0,1,7,1,1,0,0,1,0,0,0,0,0,0,4,0,0,2,0,0,0,0,2,0,0,0
USA-SAN,4,5,3,1,3,0,2,5,5,0,4,22,0,13,0,39,0,0,0,13,44,0,2,38,0,0,0,0,1,8,3,39,0,2,3,56,18,1,76,0,8,47,0,0,48,4,0,0,1,0,0,8,7,0,0
USA-LIT,5,0,2,15,48,82,0,0,5,94,3,0,0,0,0,2,4,0,0,0,1,3,90,2,44,0,0,0,90,0,0,2,0,0,12,1,0,90,1,0,61,0,0,0,0,5,0,79,0,0,0,58,0,81,0
USA-NAS,0,1,0,31,4,4,5,0,0,1,8,0,0,16,0,98,0,0,0,0,65,0,0,98,26,2,0,0,0,0,0,0,39,2,1,49,18,0,43,0,1,46,0,0,45,0,4,1,7,1,2,44,0,4,13
USA-SLT,0,61,0,3,1,0,64,0,0,0,30,15,7,2,87,0,0,3,82,23,0,0,0,0,2,4,13,2,0,2,4,0,0,5,5,0,0,0,0,11,0,0,0,0,0,0,70,0,4,4,0,0,0,0,30
USA-NEO,0,3,0,34,2,0,6,0,0,0,2,33,0,0,17,13,0,0,17,36,6,0,0,14,21,18,9,4,0,0,1,13,0,14,24,0,0,0,0,6,0,0,31,30,0,0,13,0,0,25,0,12,0,0,0
