
USA-JAF,USA-MAW,USA-TLS,USA-ABU,USA-DES,USA-REN,USA-VIR,USA-LIT,USA-LEK
USA-CRS,USA-AUT,USA-CTN,USA-RON,USA-NAS

USA-JCS,USA-HON,USA-IOW,USA-RAL
USA-MIW,USA-CIN,USA-SAT,USA-IDO,USA-TPA,USA-OKL


USA-BOI,USA-ANC




USA-NEO,USA-BIR,USA-SLT
USA-SFO,USA-MIN,USA-KAN,USA-WAS



USA-STL,USA-LAX,USA-OMA,USA-CUO,USA-CLE,USA-SAN
USA-HOU,USA-PHI
USA-COO,USA-SEA,USA-POR
