USA-JAF,USA-MAW,USA-TLS,USA-DES,USA-REN,USA-OMA,USA-LIT,USA-LEK
USA-MIW,USA-CRS,USA-AUT,USA-CTN,USA-RON,USA-NAS
USA-PHX
USA-ANC,USA-ABU,USA-VIR
USA-ATL
USA-STL,USA-CIN,USA-IDO,USA-TPA,USA-CUO,USA-CLE
USA-BOS
USA-DAL
USA-CHI
USA-COO,USA-OKL
USA-NEO,USA-HOU,USA-WAS,USA-PHI,USA-SLT
USA-SFO,USA-KAN,USA-POR,USA-SAN
USA-SEA,USA-SAT,USA-LAX
USA-JCS,USA-HON,USA-IOW,USA-RAL
USA-LIN
USA-DEN
USA-BOI,USA-BIR
USA-MIN,USA-PIT
USA-NYM,USA-DET
USA-ORL
