USA-MIW,USA-MAW,USA-TLS,USA-DES,USA-LIT,USA-RON,USA-LEK
USA-SAT,USA-SLT
USA-STL,USA-CIN,USA-IDO,USA-TPA
USA-LIN
USA-BOS
USA-ORL
USA-KAN
USA-BOI,USA-BIR
USA-JCS,USA-RAL,USA-VIR
USA-DEN
USA-DAL
USA-LAX,USA-SAN
USA-SFO,USA-MIN,USA-WAS,USA-NYM
USA-PIT
USA-CHI
USA-OKL
USA-NEO,USA-HOU,USA-PHI,USA-ATL
USA-PHX
USA-ANC
USA-COO
USA-HON,USA-IOW,USA-SEA,USA-POR
USA-CUO,USA-CLE
USA-JAF,USA-ABU,USA-REN,USA-OMA
USA-DET
USA-CRS,USA-AUT,USA-CTN,USA-NAS
