USA-PIT,USA-NEO,USA-WAS,USA-CIN,USA-IDO,USA-TPA,USA-SLT
USA-SFO,USA-JAF,USA-MIN,USA-KAN,USA-NYM
USA-DET,USA-BOS
USA-PHX,USA-AUT,USA-ORL
USA-DEN,USA-COO,USA-SEA,USA-SAT,USA-OKL
USA-MIW,USA-MAW,USA-CRS,USA-CTN,USA-STL,USA-RAL,USA-BIR,USA-LAX,USA-OMA,USA-CUO,USA-CLE,USA-LIT,USA-RON,USA-LEK,USA-NAS
USA-JCS,USA-HON,USA-IOW,USA-TLS,USA-BOI,USA-ANC,USA-ABU,USA-DES,USA-REN,USA-VIR,USA-LIN,USA-POR
USA-ATL
USA-DAL,USA-CHI
USA-HOU,USA-PHI,USA-SAN
