USA-STL,USA-CIN,USA-SAT,USA-IDO,USA-TPA,USA-CUO,USA-CLE
USA-ORL
USA-HON,USA-IOW,USA-BOI,USA-COO,USA-ANC,USA-SEA,USA-LIN,USA-POR
USA-SFO,USA-MIN,USA-PIT,USA-KAN,USA-DEN,USA-WAS,USA-NYM,USA-SLT
USA-PHX,USA-CRS,USA-AUT,USA-CTN,USA-RAL,USA-SAN,USA-NAS
USA-JCS,USA-MIW,USA-JAF,USA-MAW,USA-TLS,USA-ABU,USA-DES,USA-REN,USA-OKL,USA-BIR,USA-VIR,USA-LAX,USA-OMA,USA-LIT,USA-RON,USA-LEK
USA-CHI
USA-DAL
USA-DET,USA-BOS
USA-NEO,USA-HOU,USA-PHI,USA-ATL
