USA-NYM,USA-DET,USA-DAL,USA-BOS,USA-CHI
USA-MIW,USA-MIN,USA-PIT,USA-NEO,USA-CIN,USA-IDO,USA-TPA
USA-SFO,USA-KAN,USA-DEN,USA-WAS,USA-COO,USA-SEA,USA-SAT,USA-OKL,USA-SLT
USA-JCS,USA-HON,USA-IOW,USA-ANC,USA-LIN,USA-POR
USA-HOU,USA-PHI
USA-ATL
USA-JAF,USA-MAW,USA-TLS,USA-ABU,USA-DES,USA-REN,USA-VIR,USA-OMA,USA-LIT,USA-LEK
USA-CRS,USA-CTN,USA-STL,USA-RAL,USA-LAX,USA-CUO,USA-CLE,USA-SAN,USA-RON,USA-NAS
USA-BOI,USA-BIR
USA-PHX,USA-AUT,USA-ORL
