USA-NEO,USA-HOU,USA-PHI,USA-ATL
USA-DAL
USA-JCS,USA-IOW,USA-SEA,USA-SAT,USA-LAX,USA-LIN
USA-MIW,USA-JAF,USA-MAW,USA-TLS,USA-ABU,USA-DES,USA-REN,USA-OKL,USA-BIR,USA-VIR,USA-OMA,USA-LIT,USA-RON,USA-LEK
USA-HON,USA-BOI,USA-COO,USA-ANC,USA-POR
USA-CHI
USA-SFO,USA-MIN,USA-PIT,USA-KAN,USA-DEN,USA-WAS,USA-NYM,USA-SLT
USA-PHX,USA-CRS,USA-AUT,USA-ORL,USA-SAN
USA-DET,USA-BOS
USA-CTN,USA-STL,USA-CIN,USA-IDO,USA-TPA,USA-RAL,USA-CUO,USA-CLE,USA-NAS
