USA-BOI,USA-ANC,USA-POR
USA-COO,USA-SEA,USA-SAT,USA-OKL,USA-LAX
USA-HOU,USA-PHI,USA-SAN,USA-CHI
USA-JAF,USA-MAW,USA-TLS,USA-ABU,USA-DES,USA-REN,USA-BIR,USA-VIR,USA-OMA,USA-LIT,USA-LEK
USA-KAN,USA-STL,USA-CIN,USA-IDO,USA-TPA,USA-CUO,USA-CLE
USA-DEN,USA-PHX
USA-JCS,USA-HON,USA-IOW,USA-RAL,USA-LIN
USA-SFO,USA-MIN,USA-PIT,USA-NEO,USA-WAS,USA-NYM,USA-DET,USA-DAL,USA-SLT,USA-BOS
USA-MIW,USA-CRS,USA-AUT,USA-CTN,USA-ORL,USA-RON,USA-NAS
USA-ATL
