USA-SFO,USA-MIN,USA-PIT,USA-KAN,USA-WAS,USA-NYM,USA-SLT
USA-DEN,USA-PHX
USA-NEO,USA-DET,USA-ATL,USA-BOS
USA-COO,USA-SEA,USA-SAT,USA-OKL,USA-LAX,USA-POR
USA-DAL,USA-CHI
USA-JAF,USA-HOU,USA-PHI,USA-SAN
USA-JCS,USA-HON,USA-IOW,USA-TLS,USA-BOI,USA-ANC,USA-ABU,USA-DES,USA-REN,USA-RAL,USA-VIR,USA-OMA,USA-LIN
USA-STL,USA-CIN,USA-IDO,USA-TPA,USA-CUO,USA-CLE
USA-MIW,USA-MAW,USA-CRS,USA-AUT,USA-CTN,USA-BIR,USA-LIT,USA-RON,USA-LEK,USA-NAS
USA-ORL
