USA-PHX,USA-AUT,USA-ORL
USA-SFO,USA-MIN,USA-PIT,USA-WAS,USA-NYM,USA-DAL,USA-SLT
USA-STL,USA-CIN,USA-SAT,USA-IDO,USA-TPA,USA-CUO,USA-CLE
USA-MAW,USA-TLS,USA-BOI,USA-ABU,USA-DES,USA-REN,USA-VIR,USA-LIT,USA-LEK
USA-NEO,USA-HOU,USA-PHI,USA-ATL
USA-MIW,USA-CRS,USA-CTN,USA-BIR,USA-RON,USA-NAS
USA-JAF,USA-KAN,USA-OKL,USA-OMA,USA-SAN
USA-DET,USA-BOS,USA-CHI
USA-DEN,USA-COO
USA-JCS,USA-HON,USA-IOW,USA-ANC,USA-SEA,USA-RAL,USA-LAX,USA-LIN,USA-POR
