USA-DEN,USA-COO,USA-SEA,USA-SAT
USA-CRS,USA-AUT,USA-CTN,USA-STL,USA-CIN,USA-IDO,USA-TPA,USA-RAL,USA-CUO,USA-CLE,USA-SAN,USA-NAS
USA-JCS,USA-TLS,USA-ABU,USA-REN,USA-VIR,USA-LAX,USA-OMA,USA-LIT,USA-RON
USA-DET,USA-BOS
USA-DAL
USA-NEO,USA-HOU,USA-PHI,USA-ATL
USA-SFO,USA-MIN,USA-PIT,USA-PHX,USA-WAS,USA-NYM,USA-SLT,USA-ORL
USA-MIW,USA-JAF,USA-MAW,USA-KAN,USA-DES,USA-OKL,USA-BIR,USA-LEK
USA-CHI
USA-HON,USA-IOW,USA-BOI,USA-ANC,USA-LIN,USA-POR
