USA-JCS,0,0,84,3,4,5,0,31,94,14,0,0,0,0,0,3,44,2,0,0,0,49,17,3,4,0,0,0,26,8,1,2,7,0,2,39,1,19,21,0,14,1,0,0,1,95,0,16,0,0,8,8,0,5,0
USA-SFO,0,0,0,1,6,0,74,11,0,1,49,1,23,12,76,1,0,19,65,0,2,0,1,1,0,2,27,19,0,25,17,1,4,5,25,1,3,0,8,30,4,3,0,65,3,0,64,0,10,2,0,1,1,0,5
USA-HON,84,0,0,0,0,1,0,44,90,4,0,0,0,0,0,1,59,9,0,0,0,65,7,1,1,0,0,0,14,11,0,1,5,0,0,33,1,7,13,0,4,1,0,0,1,89,0,7,0,0,1,2,0,1,0
USA-LEK,5,0,1,40,84,100,0,0,3,88,10,0,0,0,0,13,4,0,0,0,11,2,82,9,70,2,0,0,77,0,1,12,2,2,12,3,6,83,11,0,75,6,0,0,5,3,0,89,0,2,96,61,0,0,0
USA-MIW,3,1,0,0,36,40,16,0,0,31,23,5,0,0,2,34,1,2,0,4,17,0,25,31,55,35,1,0,21,3,17,34,0,32,34,7,14,26,7,0,31,7,0,9,6,0,8,31,12,35,38,59,0,40,22
USA-JAF,4,6,0,36,0,84,5,0,2,76,25,1,0,0,0,6,2,2,3,1,7,1,73,5,57,2,0,0,67,2,2,6,8,2,24,1,4,72,9,0,81,4,0,1,3,2,6,77,0,2,81,47,0,84,0
USA-MAW,5,0,1,40,84,0,0,0,3,88,10,0,0,0,0,13,4,0,0,0,11,2,82,9,70,2,0,0,77,0,1,12,2,2,12,3,6,83,11,0,75,6,0,0,5,3,0,89,0,2,96,61,0,100,0
USA-MIN,0,74,0,16,5,0,0,2,0,1,34,1,9,8,73,7,0,2,68,2,3,0,0,8,2,12,25,18,0,7,9,7,2,18,6,2,12,0,6,28,1,7,0,64,7,0,70,0,23,12,0,5,0,0,9
USA-POR,31,11,44,0,0,0,2,0,37,1,13,0,3,0,0,0,71,38,0,0,0,76,3,0,0,0,0,0,2,34,5,0,6,0,13,7,0,2,10,0,0,0,0,0,0,36,0,1,0,0,0,0,0,0,0
USA-IOW,94,0,90,0,2,3,0,37,0,11,0,0,0,0,0,1,49,6,0,0,0,55,14,1,1,0,0,0,23,12,1,1,6,0,0,37,1,16,17,0,11,1,0,0,1,99,0,14,0,0,5,4,0,3,0
