USA-JAF,USA-MAW,USA-TLS,USA-ABU,USA-DES,USA-REN,USA-VIR,USA-OMA,USA-LIT,USA-LEK
USA-MIW,USA-MIN,USA-CRS,USA-CTN,USA-STL,USA-TPA,USA-RAL,USA-LAX,USA-CUO,USA-CLE,USA-RON,USA-NAS
USA-NEO,USA-CIN,USA-DAL,USA-IDO,USA-BIR
USA-ATL
USA-PIT,USA-WAS,USA-NYM,USA-PHI,USA-SLT
USA-ORL
USA-JCS,USA-HON,USA-IOW,USA-BOI,USA-ANC,USA-LIN,USA-POR
USA-DET,USA-BOS,USA-CHI
USA-HOU,USA-PHX,USA-AUT,USA-SAN
USA-SFO,USA-KAN,USA-DEN,USA-COO,USA-SEA,USA-SAT,USA-OKL
