USA-DEN,USA-COO,USA-SEA,USA-SAT
USA-ORL
USA-STL,USA-CIN,USA-IDO,USA-TPA,USA-CUO,USA-CLE
USA-HON,USA-BOI,USA-ANC,USA-POR
USA-ATL
USA-NEO,USA-HOU,USA-PHI,USA-SLT,USA-BOS,USA-CHI
USA-JCS,USA-IOW,USA-TLS,USA-ABU,USA-DES,USA-REN,USA-RAL,USA-VIR,USA-LAX,USA-LIN
USA-JAF,USA-KAN,USA-OKL,USA-OMA,USA-SAN
USA-MIW,USA-MAW,USA-CRS,USA-AUT,USA-CTN,USA-BIR,USA-LIT,USA-RON,USA-LEK,USA-NAS
USA-SFO,USA-MIN,USA-PIT,USA-PHX,USA-WAS,USA-NYM,USA-DET,USA-DAL
