USA-SFO,USA-MIN,USA-PIT,USA-WAS,USA-NYM,USA-DET,USA-DAL,USA-SLT,USA-BOS
USA-HOU,USA-PHI,USA-SAN,USA-CHI
USA-ATL
USA-DEN,USA-COO,USA-SEA,USA-SAT,USA-OKL
USA-PHX,USA-AUT,USA-ORL
USA-STL,USA-CIN,USA-IDO,USA-TPA,USA-CUO,USA-CLE
USA-JAF,USA-MAW,USA-TLS,USA-ABU,USA-DES,USA-REN,USA-VIR,USA-OMA,USA-LIT,USA-LEK
USA-BOI,USA-ANC,USA-POR
USA-JCS,USA-HON,USA-IOW,USA-RAL,USA-LAX,USA-LIN
USA-MIW,USA-NEO,USA-KAN,USA-CRS,USA-CTN,USA-BIR,USA-RON,USA-NAS
