USA-ATL
USA-STL,USA-CIN,USA-SAT,USA-IDO,USA-TPA
USA-CRS,USA-CTN,USA-RAL,USA-LAX,USA-CUO,USA-CLE,USA-SAN,USA-NAS
USA-SFO,USA-MIN,USA-PIT,USA-KAN,USA-DEN,USA-WAS
USA-JCS,USA-HON,USA-IOW,USA-REN,USA-SEA,USA-LIN
USA-DAL,USA-CHI
USA-MIW,USA-JAF,USA-MAW,USA-TLS,USA-ABU,USA-DES,USA-OKL,USA-BIR,USA-VIR,USA-OMA,USA-LIT,USA-RON,USA-LEK
USA-BOI,USA-COO,USA-ANC,USA-POR
USA-NEO,USA-HOU,USA-NYM,USA-PHI,USA-DET,USA-SLT,USA-BOS
USA-PHX,USA-AUT,USA-ORL
