USA-JAF,USA-MAW,USA-TLS,USA-ABU,USA-DES,USA-REN,USA-BIR,USA-VIR,USA-OMA,USA-LIT,USA-LEK
USA-COO,USA-SEA,USA-SAT,USA-OKL,USA-LAX
USA-JCS,USA-HON,USA-IOW,USA-BOI,USA-ANC,USA-LIN,USA-POR
USA-CHI
USA-MIW,USA-KAN,USA-CRS,USA-AUT,USA-CTN,USA-STL,USA-CIN,USA-IDO,USA-TPA,USA-RAL,USA-CUO,USA-CLE,USA-RON,USA-NAS
USA-DAL
USA-PIT,USA-DEN,USA-PHX
USA-NEO,USA-ATL
USA-SFO,USA-MIN,USA-WAS,USA-NYM,USA-DET,USA-SLT,USA-BOS,USA-ORL
USA-HOU,USA-PHI,USA-SAN
