USA-BOI,USA-ANC,USA-POR
USA-SFO,USA-MIN,USA-PIT,USA-PHX,USA-WAS,USA-NYM,USA-SLT
USA-CRS,USA-AUT,USA-CTN,USA-STL,USA-RAL,USA-LAX,USA-CUO,USA-CLE,USA-SAN,USA-RON,USA-NAS
USA-JCS,USA-HON,USA-IOW,USA-LIN
USA-NEO,USA-DAL,USA-BIR
USA-HOU,USA-PHI,USA-DET,USA-ATL,USA-BOS,USA-CHI
USA-KAN,USA-DEN,USA-COO,USA-SEA
USA-JAF,USA-MAW,USA-TLS,USA-ABU,USA-DES,USA-REN,USA-VIR,USA-OMA,USA-LIT,USA-LEK
USA-MIW,USA-CIN,USA-SAT,USA-IDO,USA-TPA,USA-OKL
USA-ORL
