USA-JAF,USA-MAW,USA-TLS,USA-ABU,USA-DES,USA-REN,USA-BIR,USA-VIR,USA-LIT,USA-RON,USA-LEK
USA-NEO,USA-HOU,USA-PHI,USA-CIN,USA-IDO
USA-PIT,USA-PHX,USA-CRS,USA-AUT,USA-CTN,USA-NAS
USA-NYM,USA-DET,USA-BOS
USA-SFO,USA-KAN,USA-DEN,USA-WAS,USA-COO,USA-SEA,USA-SAT,USA-OKL,USA-SLT
USA-JCS,USA-HON,USA-IOW,USA-BOI,USA-ANC,USA-LIN,USA-POR
USA-ATL
USA-DAL,USA-CHI
USA-STL,USA-RAL,USA-LAX,USA-OMA,USA-CUO,USA-CLE,USA-SAN
USA-MIW,USA-MIN,USA-TPA,USA-ORL
