USA-ATL
USA-SFO,USA-MIN,USA-PIT,USA-WAS,USA-NYM,USA-DET,USA-TPA,USA-ORL
USA-DAL
USA-JAF,USA-MAW,USA-TLS,USA-ABU,USA-DES,USA-REN,USA-BIR,USA-VIR,USA-OMA,USA-LIT,USA-LEK
USA-BOI,USA-COO,USA-ANC,USA-SEA,USA-POR
USA-KAN,USA-CRS,USA-AUT,USA-CTN,USA-STL,USA-RAL,USA-LAX,USA-CUO,USA-CLE,USA-SAN,USA-RON,USA-NAS
USA-MIW,USA-NEO,USA-HOU,USA-PHI,USA-CIN,USA-SAT,USA-IDO,USA-OKL,USA-SLT
USA-BOS,USA-CHI
USA-JCS,USA-HON,USA-IOW,USA-LIN
USA-DEN,USA-PHX
