USA-NEO,USA-HOU,USA-NYM,USA-PHI,USA-DAL,USA-ATL
USA-DEN,USA-PHX
USA-MIW,USA-CRS,USA-AUT,USA-CTN,USA-BIR,USA-RON,USA-NAS
USA-JCS,USA-HON,USA-IOW,USA-LIN
USA-STL,USA-RAL,USA-LAX,USA-OMA,USA-CUO,USA-CLE,USA-SAN
USA-SFO,USA-MIN,USA-PIT,USA-KAN,USA-WAS,USA-CIN,USA-SAT,USA-IDO,USA-TPA,USA-OKL,USA-SLT
USA-BOI,USA-COO,USA-ANC,USA-SEA,USA-POR
USA-JAF,USA-MAW,USA-TLS,USA-ABU,USA-DES,USA-REN,USA-VIR,USA-LIT,USA-LEK
USA-ORL
USA-DET,USA-BOS,USA-CHI
