USA-SFO,USA-MIN,USA-PIT,USA-DEN,USA-WAS,USA-NYM,USA-DET,USA-SLT,USA-BOS
USA-MIW,USA-CRS,USA-CTN,USA-BIR,USA-RON,USA-NAS
USA-PHX,USA-AUT,USA-ORL
USA-DAL,USA-CHI
USA-NEO,USA-HOU,USA-PHI,USA-ATL
USA-BOI,USA-COO,USA-ANC,USA-POR
USA-JAF,USA-KAN,USA-OKL,USA-OMA,USA-SAN
USA-STL,USA-CIN,USA-SAT,USA-IDO,USA-TPA,USA-CUO,USA-CLE
USA-JCS,USA-HON,USA-IOW,USA-SEA,USA-RAL,USA-LAX,USA-LIN
USA-MAW,USA-TLS,USA-ABU,USA-DES,USA-REN,USA-VIR,USA-LIT,USA-LEK
