USA-DEN,USA-PHX
USA-KAN,USA-CRS,USA-AUT,USA-CTN,USA-STL,USA-CUO,USA-CLE,USA-RON,USA-NAS
USA-MIW,USA-PIT,USA-NEO,USA-CIN,USA-IDO,USA-TPA,USA-BIR,USA-SLT
USA-SFO,USA-MIN,USA-WAS,USA-NYM,USA-DET,USA-BOS,USA-ORL
USA-BOI,USA-ANC,USA-POR
USA-DAL,USA-CHI
USA-COO,USA-SEA,USA-SAT,USA-OKL
USA-HOU,USA-PHI,USA-ATL
USA-JAF,USA-MAW,USA-TLS,USA-ABU,USA-DES,USA-REN,USA-VIR,USA-OMA,USA-LIT,USA-LEK
USA-JCS,USA-HON,USA-IOW,USA-RAL,USA-LAX,USA-LIN,USA-SAN
