USA-CRS,USA-AUT,USA-CTN,USA-RAL,USA-LAX,USA-SAN,USA-RON,USA-NAS
USA-STL,USA-CIN,USA-IDO,USA-TPA,USA-CUO,USA-CLE
USA-DEN
USA-DAL
USA-SFO,USA-MIN,USA-PIT,USA-KAN,USA-WAS,USA-NYM,USA-SLT
USA-DET,USA-BOS
USA-ATL
USA-JAF,USA-MAW,USA-TLS,USA-ABU,USA-DES,USA-REN,USA-VIR,USA-OMA,USA-LIT,USA-LEK
USA-PHX
USA-MIW,USA-NEO,USA-OKL,USA-BIR
USA-CHI
USA-HOU,USA-PHI
USA-JCS,USA-HON,USA-IOW,USA-BOI,USA-ANC,USA-LIN,USA-POR
USA-ORL
USA-COO,USA-SEA,USA-SAT
