USA-JCS,USA-HON,USA-IOW,USA-BOI,USA-ANC,USA-RAL,USA-LIN
USA-SEA,USA-LAX,USA-POR,USA-SAN
USA-KAN,USA-STL,USA-OMA,USA-CUO,USA-CLE
USA-DEN
USA-MIW,USA-CIN,USA-SAT,USA-IDO,USA-TPA
USA-CRS,USA-AUT,USA-CTN,USA-NAS
USA-ATL
USA-JAF,USA-MAW,USA-TLS,USA-ABU,USA-DES,USA-REN,USA-BIR,USA-VIR,USA-LIT,USA-RON,USA-LEK
USA-CHI
USA-DET,USA-BOS
USA-ORL
USA-DAL
USA-SFO,USA-MIN,USA-PIT,USA-WAS
USA-PHX
USA-HOU,USA-PHI
USA-COO,USA-OKL
USA-NEO,USA-NYM,USA-SLT
