USA-JCS,0,0,89,0,0,0,0,1,94,5,0,0,0,0,0,0,7,0,0,0,0,15,3,0,0,0,0,0,5,0,0,0,0,0,0,37,0,5,1,0,4,0,0,0,0,93,0,5,0,0,0,0,0,0,0
USA-SFO,0,0,0,0,3,0,90,6,0,2,47,0,3,0,85,0,0,2,45,0,0,0,0,0,0,4,2,2,0,6,2,0,0,5,7,0,1,0,1,3,2,0,0,43,0,0,68,0,0,0,0,0,0,0,0
USA-HON,89,0,0,0,0,0,0,6,95,0,0,0,0,0,0,0,12,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,1,0,0,38,0,0,2,0,0,0,0,0,0,82,0,0,0,0,0,0,0,0,0
USA-LEK,0,0,0,41,53,98,0,0,0,61,1,0,0,0,0,0,0,0,0,0,0,0,55,0,54,0,0,0,56,0,0,0,0,0,3,0,0,55,1,0,24,0,0,0,0,0,0,93,0,0,72,43,0,0,0
USA-MIW,0,0,0,0,36,41,1,0,0,9,14,0,0,0,0,20,0,0,0,0,4,0,3,20,56,10,0,0,3,0,3,21,0,9,32,0,1,3,0,0,17,0,0,3,0,0,1,35,0,15,19,40,0,41,32
USA-JAF,0,3,0,36,0,53,1,0,0,35,48,0,0,0,0,0,0,0,4,0,0,0,29,0,27,0,0,0,30,0,0,0,0,0,45,0,0,29,1,0,62,0,0,0,0,0,0,51,0,0,35,16,0,53,1
USA-MAW,0,0,0,41,53,0,0,0,0,63,1,0,0,0,0,0,0,0,0,0,0,0,57,0,52,0,0,0,58,0,0,0,0,0,3,0,0,57,1,0,24,0,0,0,0,0,0,91,0,0,74,45,0,98,0
USA-MIN,0,90,0,1,1,0,0,3,0,0,38,0,1,0,86,1,0,0,50,1,0,0,0,1,0,4,2,2,0,3,2,1,0,6,0,0,2,0,0,3,0,1,0,45,1,0,74,0,0,0,0,1,0,0,1
USA-PIT,0,68,0,1,0,0,74,0,0,0,26,0,2,0,77,1,0,0,37,2,0,0,0,1,2,3,0,2,0,0,1,1,0,3,0,0,0,0,0,1,0,0,0,44,0,0,0,0,0,0,0,1,0,0,5
USA-IOW,94,0,95,0,0,0,0,4,0,5,0,0,0,0,0,0,7,0,0,0,0,20,3,0,0,0,0,0,5,0,0,0,1,0,0,38,0,5,2,0,4,0,0,0,0,87,0,5,0,0,0,0,0,0,0
USA-TLS,5,2,0,9,35,63,0,0,5,0,4,0,0,0,0,0,0,0,0,0,0,0,88,0,18,0,0,0,91,0,0,0,0,0,5,0,0,90,7,0,49,0,0,0,0,5,0,68,0,0,89,53,0,61,0
USA-KAN,0,47,0,14,48,1,38,5,0,4,0,0,1,0,34,0,0,3,16,0,0,0,0,0,0,3,0,0,0,5,0,1,0,3,47,1,8,0,1,0,47,7,0,11,7,0,26,2,0,0,1,2,0,1,1
