USA-SFO,USA-MIN,USA-PIT,USA-WAS,USA-NYM,USA-SLT
USA-DAL
USA-STL,USA-CIN,USA-SAT,USA-IDO,USA-TPA,USA-CUO,USA-CLE
USA-BOI,USA-ANC
USA-MAW,USA-TLS,USA-ABU,USA-DES,USA-REN,USA-BIR,USA-VIR,USA-LIT,USA-RON,USA-LEK
USA-DEN,USA-COO
USA-JCS,USA-HON,USA-IOW,USA-RAL,USA-LIN
USA-ORL
USA-SEA,USA-LAX,USA-POR,USA-SAN
USA-HOU,USA-PHI
USA-BOS
USA-NEO,USA-ATL
USA-CHI
USA-DET
USA-PHX
USA-MIW,USA-JAF,USA-KAN,USA-OKL,USA-OMA
USA-CRS,USA-AUT,USA-CTN,USA-NAS
