Topic 00		4.173683446003572
	our	2.9707154610414475
	them	0.4012582161403497
	contact	0.09257211637766026
	commercial	0.08045233715940368
	use	0.07409017673089269
	craigslist	0.06948748764003161
	other	0.06948748763970568
	policy	0.04133749629514684
	inc	0.04133749629514561
	2012	0.041337496295142225
	feedback	0.04133749629513519
	forum	0.04133749629513164
	privacy	0.04133749629513104
	interests	0.04133749629513059
	copyright	0.04133749629512744
	terms	0.04133749629512543
	will	0.02026428837464408
	dont	0.014932377958063696
	get	0.004310743046129767
	people	0.0040752872390282776


Topic 01		1.4361531842829227
	get	0.6157660915645097
	them	0.20409211035566835
	other	0.05088450051346907
	craigslist	0.05088450051314034
	contact	0.04970965023049468
	use	0.038584464803110945
	copyright	0.03826473675221479
	terms	0.03826473675221432
	privacy	0.03826473675221418
	feedback	0.03826473675221412
	interests	0.038264736752213965
	forum	0.038264736752213695
	inc	0.03826473675221342
	policy	0.03826473675221331
	2012	0.03826473675221306
	commercial	0.02743179334910614
	dont	0.02265429078844992
	people	0.014402459753938068
	will	0.014065627342873008
	our	0.0032950642982374446


Topic 02		1.4476582204023365
	get	0.2351427669650108
	them	0.17949192642069817
	contact	0.10144912378646109
	other	0.09809040669393365
	craigslist	0.09809040669308454
	use	0.06394626494475966
	policy	0.06149331572167556
	inc	0.061493315721674796
	2012	0.06149331572167177
	feedback	0.06149331572166782
	privacy	0.06149331572166478
	forum	0.06149331572166457
	interests	0.061493315721664145
	copyright	0.06149331572166291
	terms	0.06149331572166071
	commercial	0.04611886868864888
	dont	0.03070486696107243
	will	0.020208622688991585
	people	0.012856629697016989
	our	0.008118495367651548


Topic 03		10.187565582328952
	2012	0.745758001583915
	terms	0.745758001577373
	inc	0.7457580015743874
	privacy	0.7457580015721816
	copyright	0.7457580015718265
	feedback	0.7457580015711318
	interests	0.7457580015700759
	forum	0.7457580015700749
	policy	0.7457580015698483
	commercial	0.7113623603864783
	craigslist	0.6946926194655105
	other	0.6946926157547134
	contact	0.6349256137245269
	use	0.6041989388476201
	them	0.053451600424944776
	will	0.031479345927242434
	get	0.01766563849277068
	people	0.011887448308849212
	our	0.010888983224326132
	dont	0.010498403611154105


Topic 04		4.327630581962882
	our	3.7526261566656296
	them	0.13737901257622187
	use	0.047747505311607485
	contact	0.029517177992771374
	other	0.02936202296028769
	craigslist	0.029362022960271145
	commercial	0.028232078879972644
	policy	0.02796450715399018
	inc	0.027964507153990095
	2012	0.027964507153989807
	feedback	0.027964507153989317
	forum	0.027964507153989026
	privacy	0.027964507153989
	interests	0.02796450715398896
	copyright	0.027964507153988752
	terms	0.027964507153988533
	will	0.007185542732591473
	dont	0.0070915149920493985
	get	0.0038674542263478643
	people	0.003579528279228681


Topic 05		2.761358812867805
	them	0.4564182405967014
	contact	0.271858772097902
	other	0.23313270362832456
	craigslist	0.23313270362643962
	commercial	0.16762246465547018
	use	0.13679036962696686
	policy	0.12503195947631718
	inc	0.1250319594763117
	2012	0.12503195947628798
	feedback	0.1250319594762466
	forum	0.12503195947622386
	privacy	0.1250319594762234
	interests	0.1250319594762164
	copyright	0.12503195947620466
	terms	0.12503195947619372
	get	0.04521031659174998
	will	0.03445370762017275
	dont	0.026127587115072605
	our	0.022158070922246864
	people	0.00916624110053263


Topic 06		1.644494515237504
	them	0.20129462626682879
	contact	0.1317135747929992
	other	0.12569047746121104
	craigslist	0.12569047746022172
	get	0.10660823238881403
	use	0.08441196871984923
	policy	0.0803242907689474
	inc	0.08032429076894591
	2012	0.08032429076894083
	feedback	0.08032429076893192
	forum	0.08032429076892655
	privacy	0.08032429076892628
	interests	0.0803242907689254
	copyright	0.08032429076892193
	terms	0.08032429076891856
	commercial	0.06884486234794025
	dont	0.027623519737336823
	will	0.025806064399087184
	our	0.012059824845282863
	people	0.011832269897547997


Topic 07		3.3937003849011043
	will	2.9046291703242892
	our	0.09127347651503634
	commercial	0.08819333113284752
	contact	0.07719898427861818
	craigslist	0.03291619905477584
	other	0.03291619905452632
	them	0.019589584040332206
	dont	0.01891710560757537
	use	0.01567790748669209
	policy	0.012214872701549733
	inc	0.012214872701549341
	2012	0.012214872701548453
	feedback	0.012214872701546265
	forum	0.012214872701545308
	privacy	0.012214872701545044
	interests	0.012214872701544985
	copyright	0.012214872701543901
	terms	0.012214872701543346
	people	0.0013298951124912591
	get	0.001124677980002777


Topic 08		30.79774472481479
	our	10.109950390811276
	get	9.542070925601513
	people	8.12267391941687
	dont	2.9882268238494802
	use	0.008619375282195231
	them	0.008218874716005405
	will	0.007142246847291748
	contact	9.432977476477077E-4
	other	9.365301125181208E-4
	craigslist	9.365301125175553E-4
	policy	8.160284525859558E-4
	inc	8.160284525859443E-4
	2012	8.160284525859084E-4
	feedback	8.160284525858527E-4
	forum	8.160284525858141E-4
	privacy	8.16028452585813E-4
	interests	8.160284525858062E-4
	copyright	8.160284525857841E-4
	terms	8.160284525857608E-4
	commercial	6.815542442086271E-4


Topic 09		1.4452813432540326
	get	0.23911472880272175
	them	0.17913412465462308
	contact	0.1008658073928444
	other	0.09754296170783837
	craigslist	0.09754296170699187
	use	0.06353624730916231
	policy	0.0611172916678476
	inc	0.06111729166784685
	2012	0.06111729166784386
	feedback	0.06111729166783999
	privacy	0.06111729166783703
	forum	0.061117291667836776
	interests	0.06111729166783638
	copyright	0.06111729166783518
	terms	0.061117291667832994
	commercial	0.045725698794107525
	dont	0.030755582084140132
	will	0.020093098533348622
	people	0.012874886597635752
	our	0.00803962066006209


Topic 10		4.905093778906189
	contact	0.935298623490333
	craigslist	0.6426534783163157
	other	0.6426534783103427
	commercial	0.4830370152965509
	use	0.21393723087756672
	2012	0.192527786132054
	policy	0.19252778613177077
	inc	0.1925277861314958
	interests	0.19252778613094204
	forum	0.19252778613093283
	feedback	0.19252778613065688
	privacy	0.19252778613025423
	copyright	0.1925277861293793
	terms	0.19252778612921848
	them	0.10628600397525316
	will	0.0613404293529763
	dont	0.03270014478084656
	get	0.023793354269614965
	our	0.021672652814858154
	people	0.008971292244827164


Topic 11		2.7170878100137683
	contact	0.24612701646391547
	other	0.22660900090498312
	craigslist	0.22660900090442054
	commercial	0.19386913356920038
	policy	0.1590869668947958
	inc	0.15908696689479015
	2012	0.1590869668947782
	feedback	0.15908696689473295
	forum	0.15908696689472163
	privacy	0.15908696689471438
	interests	0.1590869668947141
	copyright	0.15908696689469246
	terms	0.15908696689468751
	use	0.15618738121104117
	them	0.12280204483874607
	will	0.04085050391791807
	get	0.026968749859239066
	dont	0.01800988681888908
	our	0.015825288261943526
	people	0.011447101210844468


Topic 12		10.649855343352788
	commercial	0.7698626680905426
	feedback	0.7646558877716031
	copyright	0.7646558877683803
	terms	0.764655887768377
	2012	0.7646558877677315
	policy	0.7646558877655278
	inc	0.7646558877649725
	privacy	0.7646558877628893
	interests	0.7646558877611234
	forum	0.7646558877549728
	craigslist	0.7583439331539309
	other	0.7583439330926163
	contact	0.7162925154250135
	use	0.6267722300924338
	them	0.05449657767167435
	will	0.03231515557654583
	get	0.01772266997101069
	people	0.011721601186565312
	our	0.011162969121708624
	dont	0.010918100085169377


Topic 13		10.494212468121766
	privacy	0.7597325065049249
	forum	0.7597325065035143
	policy	0.7597325065028168
	inc	0.7597325065017463
	copyright	0.7597325064986723
	feedback	0.7597325064953198
	interests	0.7597325064945665
	2012	0.7597325064890291
	terms	0.7597325064835742
	commercial	0.7479993073837333
	craigslist	0.7339436371842686
	other	0.7339436365495107
	contact	0.6839289274181937
	use	0.6195414334488915
	them	0.05403902083213002
	will	0.03195931858170838
	get	0.017692100514116668
	people	0.011789683477964944
	our	0.011045801829103108
	dont	0.010737042427982402


Topic 14		3.1965045528370144
	contact	0.47043653049562845
	them	0.42946079838108725
	craigslist	0.33899271239597406
	other	0.33899271239547185
	commercial	0.2197067831932143
	use	0.142369182235457
	policy	0.12268182511050568
	inc	0.12268182511049604
	2012	0.12268182511045278
	feedback	0.12268182511037778
	forum	0.12268182511033757
	privacy	0.12268182511033655
	interests	0.12268182511032227
	copyright	0.1226818251103026
	terms	0.12268182511028673
	will	0.041657534431310345
	get	0.039949965784227194
	dont	0.03638619134134943
	our	0.026131929823040433
	people	0.008283786366836333


Topic 15		9.791970663243855
	get	3.5036582826964695
	them	3.213419233578702
	people	2.8287615052994552
	will	0.07407013424905898
	use	0.030817412413474805
	terms	0.010772630601986742
	copyright	0.010772630601986582
	privacy	0.01077263060198606
	interests	0.010772630601986051
	forum	0.0107726306019859
	feedback	0.01077263060198557
	2012	0.010772630601984615
	inc	0.010772630601984304
	policy	0.010772630601984133
	commercial	0.009600637413929042
	other	0.008775272779116185
	craigslist	0.008775272779105262
	contact	0.008254517828549201
	our	0.00500995378601188
	dont	0.0038747650021130706


Topic 16		10.48749472739507
	terms	0.761197988684942
	copyright	0.7611979886844699
	inc	0.7611979886830699
	feedback	0.7611979886824123
	policy	0.7611979886804503
	interests	0.761197988680271
	forum	0.7611979886770784
	privacy	0.7611979886763091
	2012	0.7611979886698803
	commercial	0.7444317281893065
	other	0.7294374722895135
	craigslist	0.729437470138595
	contact	0.6768867168697537
	use	0.6196172564730451
	them	0.053878702408276996
	will	0.031848555619291355
	get	0.01767697264655763
	people	0.011809157159222233
	our	0.011008785242803605
	dont	0.01068001223982261


Topic 17		9.932665099524653
	interests	0.7211410440877604
	forum	0.7211410440874311
	2012	0.7211410440781549
	terms	0.7211410440778603
	inc	0.7211410440772492
	feedback	0.7211410440772005
	privacy	0.721141044076565
	policy	0.721141044075009
	copyright	0.7211410440697028
	commercial	0.7014407025314663
	craigslist	0.6887806224105452
	other	0.688780621873875
	contact	0.6377050862686751
	use	0.5884689107262031
	them	0.05409182348312791
	will	0.03183584077981159
	get	0.017754697641629996
	people	0.01183792869129577
	our	0.011011840138663522
	dont	0.010687628272425238

