USA-STL,USA-CIN,USA-SAT,USA-IDO,USA-TPA,USA-CUO,USA-CLE
USA-DET
USA-PHX
USA-BOI,USA-BIR
USA-NEO,USA-NYM,USA-SLT
USA-SFO,USA-MIN,USA-PIT,USA-KAN,USA-WAS
USA-LAX,USA-SAN
USA-BOS
USA-DAL
USA-TLS,USA-ABU,USA-REN,USA-VIR,USA-OMA,USA-LIT
USA-CHI
USA-MIW,USA-JAF,USA-MAW,USA-DES,USA-LEK
USA-LIN
USA-JCS,USA-HON,USA-IOW,USA-ANC,USA-RAL
USA-ATL
USA-HOU,USA-PHI
USA-DEN
USA-CRS,USA-AUT,USA-CTN,USA-RON,USA-NAS
USA-ORL
USA-COO,USA-SEA,USA-POR
USA-OKL
