USA-JCS,0,0,67,0,0,0,0,0,69,2,0,0,0,0,0,2,1,0,0,0,0,11,0,0,0,0,0,0,1,0,0,0,0,0,0,43,0,10,0,0,5,0,0,0,0,63,0,3,0,0,0,0,0,0,0
USA-SFO,0,0,0,1,0,0,82,15,0,0,42,0,3,0,77,0,0,0,15,0,2,0,0,0,0,2,0,0,0,13,0,2,1,2,3,0,0,0,2,2,0,1,0,10,1,0,32,0,0,0,0,2,0,0,0
USA-HON,67,0,0,0,0,0,0,12,98,0,0,0,0,0,0,0,4,0,0,0,0,37,1,0,0,0,0,0,1,0,0,0,1,0,0,34,0,1,1,0,0,0,0,0,0,46,0,1,0,0,0,0,0,0,0
USA-MIW,0,1,0,0,26,43,5,0,0,9,5,0,0,0,0,5,0,0,0,0,4,0,2,6,44,8,0,0,2,0,4,15,0,8,25,0,1,1,0,0,4,0,0,1,0,0,0,36,0,12,15,30,0,43,42
USA-JAF,0,0,0,26,0,46,3,0,0,18,48,0,0,0,0,0,0,0,1,0,0,0,15,0,17,0,0,0,18,0,0,0,2,0,34,0,1,9,0,0,41,0,0,0,0,0,1,48,0,0,18,5,0,47,0
USA-MAW,0,0,0,43,46,0,0,0,0,53,0,0,0,0,0,0,0,0,0,0,0,0,44,0,40,0,0,0,47,0,0,0,0,0,2,0,0,40,0,0,15,0,0,0,0,0,0,87,0,0,61,38,0,94,0
USA-MIN,0,82,0,5,3,0,0,3,0,0,37,0,0,0,82,0,0,0,19,0,2,0,0,0,0,2,0,0,0,1,0,2,0,2,0,0,0,0,0,2,0,1,0,16,1,0,43,0,0,0,0,2,0,0,5
USA-POR,0,15,12,0,0,0,3,0,11,0,5,0,0,0,0,0,34,30,0,0,0,41,0,0,0,0,0,0,0,47,0,0,4,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
USA-IOW,69,0,98,0,0,0,0,11,0,1,0,0,0,0,0,0,2,0,0,0,0,36,1,0,0,0,0,0,2,0,0,0,1,0,0,35,0,2,1,0,2,0,0,0,0,47,0,2,0,0,0,0,0,0,0
USA-TLS,2,0,0,9,18,53,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,87,0,8,0,0,0,87,0,1,0,0,0,3,0,0,84,1,0,51,0,0,0,0,2,0,53,0,0,90,42,0,47,0
USA-KAN,0,42,0,5,48,0,37,5,0,0,0,0,0,0,32,0,0,2,2,0,1,0,0,0,1,0,0,0,0,5,0,2,1,0,35,0,7,0,0,0,35,7,0,0,7,0,11,0,0,0,0,2,0,0,0
USA-HOU,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,1,84,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,1,0,0,0,7,2,0,0,0,0,0,0,0,0,1,0,2
USA-OKL,0,3,0,25,34,2,0,0,0,3,35,0,0,0,0,0,0,16,0,0,0,0,1,0,0,0,0,0,0,10,15,0,0,0,0,0,0,1,0,0,28,0,0,6,0,0,0,2,0,4,0,0,0,2,21
USA-DEN,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
USA-PHX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
USA-WAS,0,77,0,0,0,0,82,0,0,0,32,5,4,0,0,0,0,0,23,9,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,28,0,0,45,0,0,0,0,0,0,0,3
USA-CRS,2,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79,0,0,98,3,0,0,0,0,0,0,82,0,0,0,18,2,0,0,0,0,15,0,0,15,0,0,0,0,0,0,37,0,0,0
USA-BOI,1,0,4,0,0,0,0,34,2,0,0,0,0,0,0,0,0,0,0,0,0,53,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
USA-COO,0,0,0,0,0,0,0,30,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,34,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
USA-NYM,0,15,0,0,1,0,19,0,0,0,2,1,0,0,23,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,79,0,0,7,0,0,0,0,0,0,0,45
USA-PHI,0,0,0,0,0,0,0,0,0,0,0,84,0,0,9,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,7,6,0,0,0,0,0,0,0,0,0,0,2
