USA-JCS,0,0,69,1,0,0,0,0,72,3,0,0,0,0,0,2,0,0,0,0,0,10,0,0,0,0,0,0,2,0,0,0,0,0,0,49,0,9,0,0,5,0,0,0,0,55,0,4,0,0,0,0,0,0,0
USA-SFO,0,0,0,0,1,0,82,11,0,0,42,0,6,0,82,0,0,0,14,0,0,0,0,0,0,3,0,0,0,5,1,0,1,3,3,0,0,0,0,1,0,0,0,10,0,0,26,0,0,0,0,0,0,0,0
USA-HON,69,0,0,0,0,0,0,7,97,0,0,0,0,0,0,0,3,0,0,0,0,28,1,0,0,0,0,0,1,1,0,0,1,0,0,37,0,0,1,0,0,0,0,0,0,47,0,1,0,0,0,0,0,0,0
USA-MIW,1,0,0,0,22,45,1,0,0,11,5,0,0,0,0,6,0,0,0,0,4,0,0,7,48,9,0,0,0,0,5,15,0,9,25,1,1,2,0,0,7,0,0,0,0,0,0,38,0,16,18,34,0,44,36
USA-JAF,0,1,0,22,0,40,2,0,0,15,48,0,0,0,0,0,0,0,3,0,0,0,14,0,17,0,0,0,16,0,0,0,1,0,38,0,0,9,0,0,37,0,0,0,0,0,0,46,0,0,16,2,0,48,0
USA-MAW,0,0,0,45,40,0,0,0,0,51,0,0,0,0,0,1,0,0,0,0,1,0,38,0,42,0,0,0,42,0,0,1,0,0,2,0,0,39,0,0,14,0,0,0,0,0,0,82,0,0,61,43,0,90,0
USA-MIN,0,82,0,1,2,0,0,4,0,0,34,0,0,0,78,0,0,0,17,0,0,0,0,0,0,3,0,0,0,3,1,0,0,3,0,0,0,0,0,0,0,0,0,12,0,0,36,0,0,0,0,0,0,0,1
USA-POR,0,11,7,0,0,0,4,0,7,0,6,0,0,0,0,0,29,29,0,0,0,29,0,0,0,0,0,0,0,45,0,0,9,0,0,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
USA-IOW,72,0,97,0,0,0,0,7,0,1,0,0,0,0,0,0,0,0,0,0,0,27,1,0,0,0,0,0,2,1,0,0,1,0,0,39,0,2,1,0,2,0,0,0,0,48,0,2,0,0,0,0,0,0,0
USA-TLS,3,0,0,11,15,51,0,0,1,0,2,0,0,0,0,1,0,0,0,0,1,0,78,0,6,0,0,0,82,0,0,1,0,0,1,0,0,84,0,0,47,0,0,0,0,1,0,50,0,0,90,47,0,43,0
USA-KAN,0,42,0,5,48,0,34,6,0,2,0,0,0,0,29,0,0,0,3,0,0,0,1,0,0,0,0,0,0,2,0,2,0,0,37,0,8,1,0,0,34,6,0,0,6,0,8,1,0,0,0,3,0,0,0
USA-HOU,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,83,1,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,0,0,4
USA-DEN,0,6,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0
USA-PHX,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,16,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
USA-WAS,0,82,0,0,0,0,78,0,0,0,29,2,10,0,0,0,0,0,19,6,0,0,0,0,0,3,0,0,0,0,3,0,0,3,0,0,0,0,0,1,0,0,0,26,0,0,32,0,0,0,0,0,0,0,2
USA-CRS,2,0,0,6,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,71,0,0,97,3,0,0,0,0,0,0,75,0,0,0,8,0,1,0,0,0,10,0,0,10,0,0,1,0,0,1,31,0,1,1
USA-BOI,0,0,3,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,48,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
USA-COO,0,0,0,0,0,0,0,29,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,27,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
USA-NYM,0,14,0,0,3,0,17,0,0,0,3,0,0,0,19,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,71,0,0,2,0,0,0,0,0,0,0,41
USA-PHI,0,0,0,0,0,0,0,0,0,0,0,83,0,0,6,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,8,0,0,0,0,0,0,0,0,0,0,5
USA-AUT,0,0,0,4,0,1,0,0,0,1,0,1,0,16,0,71,0,0,0,0,0,0,0,72,0,0,0,0,0,0,0,85,2,0,0,11,1,1,0,0,0,24,0,0,24,0,0,1,0,0,1,32,0,1,0
USA-ANC,10,0,28,0,0,0,0,29,27,0,0,0,0,0,0,0,48,0,0,0,0,0,11,0,0,0,0,0,10,0,0,0,0,0,0,11,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
USA-ABU,0,0,1,0,14,38,0,0,1,78,1,0,0,0,0,0,0,0,0,0,0,11,0,0,1,0,0,0,92,0,0,0,0,0,1,0,0,84,5,0,41,0,0,0,0,0,0,30,0,0,75,35,0,29,0
USA-CTN,0,0,0,7,0,0,0,0,0,0,0,0,0,1,0,97,0,0,0,0,72,0,0,0,3,0,0,0,0,0,0,76,0,0,0,6,0,0,0,0,0,12,0,0,12,0,0,0,0,1,0,30,0,0,2
USA-STL,0,0,0,1,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,1,0,0,0,0,60,0,0,0,0,7,3,1,60,0,25,0,0,4,0,22,58,0,0,58,0,0,0,1,56,0,3,0,0,0
USA-DET,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
USA-CIN,0,3,0,9,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,38,0,0,100,0,2,60,0,0,0,0,20,0,0,20,0,1,0,1,93,0,0,0,0,5
USA-DES,4,0,1,38,46,82,0,0,2,50,1,0,0,0,0,1,0,0,0,0,1,0,30,0,39,0,0,0,35,0,0,1,0,0,2,0,0,35,0,0,15,0,0,0,0,1,0,0,0,0,44,26,0,92,0
USA-DAL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
USA-REN,2,0,1,0,16,42,0,0,2,82,0,0,0,0,0,0,0,0,0,0,0,10,92,0,2,0,0,0,0,0,0,0,0,0,0,1,0,88,0,0,43,0,0,0,0,1,0,35,0,0,81,35,0,33,0
