USA-MIW,USA-JAF,USA-MAW,USA-DES,USA-BIR,USA-LEK
USA-BOS
USA-ORL
USA-NEO,USA-NYM,USA-SLT
USA-HON,USA-IOW,USA-ANC
USA-SFO,USA-MIN,USA-KAN,USA-WAS
USA-CHI
USA-DEN
USA-PIT
USA-ATL
USA-TLS,USA-ABU,USA-REN,USA-VIR,USA-OMA,USA-LIT
USA-LIN
USA-JCS,USA-RAL
USA-BOI,USA-POR
USA-PHX
USA-HOU,USA-PHI
USA-DAL
USA-COO,USA-SEA,USA-SAT,USA-OKL
USA-LAX,USA-CUO,USA-CLE,USA-SAN
USA-CRS,USA-AUT,USA-CTN,USA-RON,USA-NAS
USA-STL,USA-CIN,USA-IDO,USA-TPA
USA-DET
