USA-STC-STO,7.219254366396977E-4,8.307517150328439E-4,8.10489493289284E-4,3.9981610332514287E-4,6.56995757958909E-4,8.038724685597712E-4,2.8473424867363065E-4,6.504021695926903E-4,4.134049020163135E-4,4.976698478733343E-4,0.5139578877470824,9.046144957334891E-4,8.533723426580907E-4,3.529943144440458E-4,8.359742475144733E-4,0.46517911797555656,4.093805980997874E-4,6.58553962795239E-4,6.247894120403227E-4,5.130947781312674E-4,4.5749453362336774E-4,0.0035356516691392092,5.627217386394523E-4,4.727506517757106E-4,2.9213232037107403E-4,5.499409078950166E-4,8.968712388616806E-4,0.0012588935967360207,6.800137292809372E-4,9.33687596660122E-4
USA-STC-STO,7.210040810362587E-4,8.116329898275827E-4,7.916693658377127E-4,3.938073039687234E-4,6.380478597167811E-4,7.850079466139742E-4,2.6853387822337775E-4,6.313435033395912E-4,3.9785996285586386E-4,4.8041619345954987E-4,0.7690290499710867,8.843445424840981E-4,8.34271182905991E-4,3.377301225851048E-4,8.041267471891531E-4,3.929022336530649E-4,3.9406334865044277E-4,6.404610570465159E-4,6.059824255941762E-4,4.928301976578283E-4,4.4101347502497197E-4,0.21446383355939663,5.447649194898497E-4,4.5598885863732265E-4,2.800477078510169E-4,5.317231409421501E-4,8.798486040900973E-4,4.8256711628364503E-4,6.733724647765534E-4,9.117552397753532E-4
USA-SAC-SAC,-0.0012510512444391278,-1.3771651290194365E-5,-1.3613885313129674E-5,-7.055106261249817E-6,-1.0732806698421863E-5,-1.1894220476445423E-5,-4.940971613697669E-6,-1.1009451436147842E-5,-7.21365178960279E-6,-9.122860988733266E-6,-1.0315298457085227E-5,-1.7085431349998722E-5,-1.4415002314672586E-5,-5.588171254873078E-6,5.12616823800961E-5,-0.0017239211683020086,-8.271269686426844E-6,-1.1388286234698014E-5,-7.654735422558194E-4,7.091984936298948E-4,-4.652566389090564E-4,-7.4030127517085645E-6,1.003681060117631,-8.218463695388611E-6,-5.197819285899588E-6,3.984304264886567E-5,-6.351531444380413E-5,-7.189230257433088E-6,-1.1553110297111992E-5,-1.6165726486819618E-5
USA-SAC-SAC,2.656531722019495E-4,3.0937915439765854E-4,0.008246544191258164,1.4805279980237824E-4,0.6918124790431466,2.9562954774893074E-4,1.039118012197152E-4,2.4057872014006496E-4,0.0015031604538651385,1.8425934135078372E-4,2.3022145585104096E-4,0.22486117682696405,3.301066372342146E-4,0.0011982815279845767,3.0269491705440783E-4,1.5082634324659362E-4,1.7187807161017705E-4,0.0033538706732248492,0.06361070659846063,1.8887688052954423E-4,1.6958085745517567E-4,1.5964355539669153E-4,4.884314151280515E-4,1.7789266853686746E-4,1.0829949565492185E-4,2.786296972997843E-4,3.290767269350802E-4,1.8168079637302184E-4,2.537480478594746E-4,3.4472858206996084E-4
USA-BAO-BAO,3.219185018470417E-4,2.1079476063195896E-5,1.864861346997919E-5,2.3807439754231313E-4,1.5150235375754588E-5,1.8474217866239213E-5,0.9949681277444696,0.0011366378679100635,6.389485999167179E-4,1.1347590319036742E-5,1.3815258379753527E-5,2.085318106266791E-5,1.96969074788047E-5,1.0453803607553168E-5,1.896235011837537E-5,1.3223655905140468E-4,2.518537999574368E-4,1.5325789089247913E-5,1.4334093287257949E-5,1.922553762282879E-5,1.4909180377083633E-4,1.1852853046967299E-5,1.3040175812204512E-5,0.0011699108285520472,6.57210071515342E-4,1.2575918241551288E-5,2.2729444083616108E-5,1.148614653729926E-5,2.5394307440734625E-5,2.154392656429249E-5
USA-BAO-BAO,2.432591937563577E-5,2.7925550232564116E-5,0.33274545171912634,0.0012959956609671164,2.22334024274507E-5,2.704344577212838E-5,4.978171780811286E-4,2.20650396497063E-5,1.4376972406255728E-5,1.7162051216606693E-5,2.0656498384237376E-5,4.4634143060761005E-5,2.8534628196790063E-5,1.3402204674703609E-5,2.768234164432378E-5,1.7533185850055878E-5,1.405470169301327E-5,2.2383846031096948E-5,2.1208159841278513E-5,2.0971097704955118E-4,1.591703937400332E-5,1.4763832016932178E-5,1.914756522156471E-5,4.4525881332412113E-4,0.6642365858768183,3.9602789770991984E-5,4.4102379890759514E-5,1.6507024896309182E-5,2.29566803351765E-5,3.0960372671108425E-5
USA-BAO-BAO,2.432591937563577E-5,2.7925550232564116E-5,0.33274545171912634,0.0012959956609671164,2.22334024274507E-5,2.704344577212838E-5,4.978171780811286E-4,2.20650396497063E-5,1.4376972406255728E-5,1.7162051216606693E-5,2.0656498384237376E-5,4.4634143060761005E-5,2.8534628196790063E-5,1.3402204674703609E-5,2.768234164432378E-5,1.7533185850055878E-5,1.405470169301327E-5,2.2383846031096948E-5,2.1208159841278513E-5,2.0971097704955118E-4,1.591703937400332E-5,1.4763832016932178E-5,1.914756522156471E-5,4.4525881332412113E-4,0.6642365858768183,3.9602789770991984E-5,4.4102379890759514E-5,1.6507024896309182E-5,2.29566803351765E-5,3.0960372671108425E-5
USA-BAO-BAO,3.186220008944124E-4,1.7138070234082934E-5,1.6698429145669418E-5,2.3035786669215434E-4,1.3462625471845884E-5,1.654010415635481E-5,0.9969571265103504,0.0011283581025558155,6.341370352730741E-4,1.0166364954905691E-5,1.2376382364060664E-5,1.8671290797055874E-5,1.7640306388846474E-5,9.621807472233796E-6,1.6972632490968853E-5,1.387473331693396E-5,2.5000117539435683E-4,1.3845038592571752E-5,1.2810824895237145E-5,1.7990005320595122E-5,1.470762782313946E-4,1.0830556877358972E-5,1.170121120621983E-5,1.1677163029184557E-5,6.788451772713788E-6,1.1233286286539821E-5,2.0932698936739623E-5,1.032894247333741E-5,2.372640708628451E-5,1.929369733864507E-5
USA-LAX-SNP,6.441035466217264E-4,7.381329636333937E-4,7.206433816567356E-4,3.514470539527069E-4,5.818387699655753E-4,0.2386100282946705,2.457383748973263E-4,5.753022505841663E-4,3.6338114322176515E-4,9.015205935097023E-4,5.338751244630743E-4,8.015497124189469E-4,7.561071177876068E-4,3.2731715124853874E-4,8.6172844726339E-4,3.574410449656201E-4,3.612816519218093E-4,5.819288598976382E-4,5.543887973018108E-4,0.012893488360907918,4.0241433844231077E-4,3.7885033415101666E-4,0.7333233032430505,4.1605501363130233E-4,2.5627494690020036E-4,5.662795716126566E-4,7.95719696744426E-4,6.676274559532785E-4,6.013776941840492E-4,8.308550644403518E-4
USA-LAX-SNP,2.3339281115325626E-4,2.6490628674705267E-4,2.6074388035656187E-4,1.2902534180909698E-4,0.12308437017416689,2.57962827012338E-4,9.078376059708041E-5,2.0801420263739755E-4,1.473011150763672E-4,4.476168816905534E-4,0.0017725779730078377,3.573870335299704E-4,2.7216364247302803E-4,1.185043088417519E-4,3.344405443437378E-4,1.5078004696010523E-4,1.3294487346166201E-4,2.1093016663069943E-4,2.0871356774220602E-4,0.00456083615174824,1.473009433113802E-4,1.388931632123519E-4,0.8650310614429749,1.602271701677953E-4,9.461328151545473E-5,2.2939540616383002E-4,2.8403269143789905E-4,1.567670935549347E-4,2.1778479467628826E-4,2.9652842299918E-4
